company_name,financial_year,psu/non_psu,csr_state,csr_development_sector,csr_sub_development_sector,project_amount_spent_in_inr_cr,project_amount_spent_inr,project_amount_spent_inr_lakh
UNITED AIRLINES BUSINESS SERVICES PRIVATE LIMITED,FY 2024-25,Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.0366914,366914.0,3.66914
RTT ADVISORY SERVICES PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.03,300000.0,3.0
RTT ADVISORY SERVICES PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Education,"Education, Differently Abled, Livelihood",0.03,300000.0,3.0
RTT ADVISORY SERVICES PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.015,150000.0,1.5
RTT ADVISORY SERVICES PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Education,"Education, Differently Abled, Livelihood",0.045,450000.0,4.5
ELECTROTHERM (INDIA) LIMITED,FY 2024-25,Non-PSU,Gujarat,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.5375618,5375618.0,53.75618
RPSG RESOURCES PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",0.0,0.0,0.0
GENERAL OPTICS (ASIA) LTD,FY 2024-25,Non-PSU,Puducherry,Vocational skills,"Education, Differently Abled, Livelihood",0.2257755,2257755.0,22.57755
IITI DRISHTI CPS FOUNDATION,FY 2024-25,Non-PSU,Madhya Pradesh,Education,"Education, Differently Abled, Livelihood",0.054608216,546082.16,5.4608216
ZOOMRX HEALTHCARE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.020494,204939.99999999997,2.0494
ZOOMRX HEALTHCARE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Education,"Education, Differently Abled, Livelihood",0.0495,495000.0,4.95
ZOOMRX HEALTHCARE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Setting up homes and hostels for women,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.053,530000.0,5.3
ANZ SUPPORT SERVICES INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1,1000000.0,10.0
JYOTIRMAY JEWELS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.177,1770000.0,17.7
UNIVERSAL MUSIC PUBLISHING PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.098815327,988153.2699999999,9.8815327
BA CONTINUUM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Socio-economic equalities,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.5775066,5775066.0,57.750659999999996
BA CONTINUUM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",3.7927932,37927932.0,379.27932000000004
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0374831,374831.0,3.74831
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.20425452,2042545.2,20.425452
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.103624396,1036243.96,10.3624396
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.1849509,1849509.0,18.49509
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.188768938,1887689.38,18.8768938
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.327431813,3274318.1300000004,32.7431813
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0,0.0,0.0
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0,0.0,0.0
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.0,0.0,0.0
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Rural development projects,Rural Development,0.0,0.0,0.0
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Education,"Education, Differently Abled, Livelihood",0.7551122,7551122.0,75.51122
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.08714414,871441.3999999999,8.714414
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.019,190000.0,1.9
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Vocational skills,"Education, Differently Abled, Livelihood",0.51,5100000.0,51.0
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Vocational skills,"Education, Differently Abled, Livelihood",0.0,0.0,0.0
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0,0.0,0.0
GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.349702585,3497025.85,34.9702585
ASHRIT HOLDINGS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Vocational skills,"Education, Differently Abled, Livelihood",0.19,1900000.0,19.0
NORTH EASTERN CARRYING CORPORATION LIMITED,FY 2024-25,Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.1595,1595000.0,15.950000000000001
WIPRO ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",7.148,71480000.0,714.8
WIPRO ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.178,1780000.0,17.8
WIPRO ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.297,2970000.0,29.7
WIPRO ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.515,5150000.0,51.5
WIPRO ENTERPRISES PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttarakhand,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.419,14190000.0,141.9
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.00228,22800.0,0.22799999999999998
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001947,19470.0,0.19469999999999998
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Uttarakhand,Art and culture,Heritage Art And Culture,0.03,300000.0,3.0
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.00249,24900.0,0.249
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.01698,169800.0,1.698
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.0241,241000.0,2.41
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.00883,88300.0,0.8829999999999999
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.054096,540960.0,5.4096
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0359,359000.0,3.5900000000000003
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.003,30000.0,0.3
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.25,2500000.0,25.0
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,West Bengal,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.08,800000.0,8.0
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05,500000.0,5.0
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0015,15000.0,0.15
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.02,200000.0,2.0
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.05238,523800.00000000006,5.238
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.005841,58410.0,0.5841
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0013619,13619.0,0.13619
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0009857,9857.0,0.09856999999999999
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0008331,8331.0,0.08331000000000001
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.0385,385000.0,3.85
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0025377,25377.0,0.25377
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0009442,9442.0,0.09441999999999999
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.001947,19470.0,0.19469999999999998
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0007076,7076.0,0.07075999999999999
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.000649,6489.999999999999,0.0649
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0167,167000.0,1.67
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Art and culture,Heritage Art And Culture,0.0001416,1416.0,0.01416
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Training to promote sports,Encouraging Sports,0.00045,4500.0,0.045
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001,10000.0,0.1
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0006468,6468.0,0.06468
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Rural development projects,Rural Development,0.0004,4000.0,0.04
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.000543,5430.0,0.054299999999999994
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0004543,4543.0,0.04543
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0008885,8885.0,0.08885
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0002655,2655.0,0.02655
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0003186,3186.0,0.03186
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Art and culture,Heritage Art And Culture,7.08e-05,708.0,0.00708
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Rural development projects,Rural Development,0.002242,22420.0,0.2242
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.00038,3800.0,0.038
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.0017,17000.0,0.16999999999999998
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.0258,258000.0,2.58
TECHFAB (INDIA) INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Dadra & Nagar Haveli,Education,"Education, Differently Abled, Livelihood",0.014,140000.0,1.4000000000000001
FISHER BIOPHARMA SERVICES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,PAN India,Education,"Education, Differently Abled, Livelihood",0.6059234,6059234.0,60.59234
THE PHOENIX MILLS LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.1584999,1584999.0,15.84999
THE PHOENIX MILLS LIMITED,FY 2024-25,Non-PSU,Rajasthan,Conservation of natural resources,"Environment, Animal Welfare, Conservation Of Resources",0.0,0.0,0.0
THE PHOENIX MILLS LIMITED,FY 2024-25,Non-PSU,Jharkhand,Conservation of natural resources,"Environment, Animal Welfare, Conservation Of Resources",0.0,0.0,0.0
THE PHOENIX MILLS LIMITED,FY 2024-25,Non-PSU,Bihar,Conservation of natural resources,"Environment, Animal Welfare, Conservation Of Resources",0.0,0.0,0.0
MAGNUS LUBRICANTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.072505033,725050.33,7.2505033
MAGNUS LUBRICANTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0642543,642543.0,6.42543
ABS PROFESSIONAL SERVICES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.06,600000.0,6.0
ABS PROFESSIONAL SERVICES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Socio-economic equalities,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.06,600000.0,6.0
ABS PROFESSIONAL SERVICES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.035,350000.00000000006,3.5000000000000004
INDIA COKE AND POWER PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Education,"Education, Differently Abled, Livelihood",4.675960543,46759605.43000001,467.59605430000005
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.38,3800000.0,38.0
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",5.0,50000000.0,500.0
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5839322,5839322.0,58.39322
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0613986,613986.0,6.13986
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Delhi,Rural development projects,Rural Development,0.2163,2163000.0,21.63
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",4.2798844,42798844.0,427.98844
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",2.4435874,24435874.000000004,244.35874
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.15,1500000.0,15.0
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",5.5,55000000.0,550.0
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Maharashtra,Rural development projects,Rural Development,0.3874574,3874574.0,38.74574
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Uttarakhand,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.085,850000.0000000001,8.5
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5,5000000.0,50.0
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Maharashtra,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.715,7150000.0,71.5
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",1.13,11299999.999999998,112.99999999999999
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",1.64,16399999.999999998,164.0
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Rajasthan,Rural development projects,Rural Development,0.114173,1141730.0,11.4173
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Kerala,Training to promote sports,Encouraging Sports,0.25,2500000.0,25.0
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Rural development projects,Rural Development,0.5978631,5978631.0,59.78631
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.1553402,11553402.0,115.53402
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",4.4233728,44233728.0,442.33728
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.5962872,15962871.999999998,159.62872
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.5297549,15297549.0,152.97548999999998
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4106627,4106627.0,41.066269999999996
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6671,6671000.0,66.71000000000001
NAYARA ENERGY LIMITED,FY 2024-25,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6329697,6329697.0,63.296969999999995
A T KEARNEY INDIA PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.034,340000.0,3.4000000000000004
A T KEARNEY INDIA PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.007917736,79177.36,0.7917736
A T KEARNEY INDIA PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.07,700000.0000000001,7.000000000000001
A T KEARNEY INDIA PVT LTD,FY 2024-25,Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.18,1800000.0,18.0
BAYER ZYDUS PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Madhya Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1165,1165000.0,11.65
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1304543,1304543.0,13.04543
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Training to promote sports,Encouraging Sports,0.0647273,647273.0,6.47273
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.202845,2028450.0,20.2845
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0222528,222528.0,2.22528
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.3081157009999999,3081157.0099999993,30.81157009999999
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Training to promote sports,Encouraging Sports,0.0478465,478465.0,4.78465
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3145934,3145934.0,31.45934
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.3997202,3997202.0000000005,39.97202
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Vocational skills,"Education, Differently Abled, Livelihood",0.0084925,84925.0,0.8492500000000001
LM WIND POWER BLADES (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.0519415,519415.0,5.1941500000000005
ALLIED NIPPON PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.13894,1389400.0,13.894
ALLIED NIPPON PRIVATE LIMITED,FY 2024-25,Non-PSU,Haryana,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0187503,187503.0,1.8750300000000002
ALLIED NIPPON PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.144,1440000.0,14.399999999999999
ALLIED NIPPON PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0439654,439654.0,4.39654
ALLIED NIPPON PRIVATE LIMITED,FY 2024-25,Non-PSU,Jammu and Kashmir,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0309757,309757.0,3.0975699999999997
BRIDGE & ROOF CO (INDIA) LTD,FY 2024-25,PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2598117,2598117.0,25.98117
BRIDGE & ROOF CO (INDIA) LTD,FY 2024-25,PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.368,3680000.0,36.8
BRIDGE & ROOF CO (INDIA) LTD,FY 2024-25,PSU,Uttar Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3,3000000.0,30.0
BRIDGE & ROOF CO (INDIA) LTD,FY 2024-25,PSU,Mizoram,Education,"Education, Differently Abled, Livelihood",0.205,2049999.9999999998,20.5
BRIDGE & ROOF CO (INDIA) LTD,FY 2024-25,PSU,West Bengal,Vocational skills,"Education, Differently Abled, Livelihood",0.013,130000.0,1.3
BHADORA INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Jharkhand,Education,"Education, Differently Abled, Livelihood",0.05,500000.0,5.0
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Madhya Pradesh,Education,"Education, Differently Abled, Livelihood",0.3615022,3615022.0,36.15022
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,FY 2024-25,PSU,Bihar,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.473838,4738380.0,47.3838
