company_name,financial_year,psu/non_psu,csr_state,csr_development_sector,csr_sub_development_sector,project_amount_spent_in_inr_cr,project_amount_spent_inr,project_amount_spent_inr_lakh
KALSI BUILDCON PRIVATE LIMITED,FY 2024-25,Non-PSU,Bihar,Training to promote sports,Encouraging Sports,0.005,50000.0,0.5
ALCO INFO TECH PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00051,5100.0,0.051000000000000004
QUIN BAY TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,PAN India (Other Centralized Funds),Prime Minister's National Relief Fund,Prime Minister's National Relief Fund,0.10795,1079500.0,10.795
MEDTECH LIFE PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Armed Forces, Veterans, War Widows/ Dependants",Other Sectors ( Technology Incubator And Benefits To Armed Forces And Admin Overheads ),0.0165684,165684.0,1.65684
SULAX TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.036375,363750.0,3.6374999999999997
MUNGI ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.11,1100000.0,11.0
SHYAM SEL AND POWER LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",5.672,56720000.0,567.1999999999999
ABHARAN JEWELLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25,2500000.0,25.0
SHRI VARALAKSHMI SAGO FOODS PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Rural development projects,Rural Development,0.0938551,938551.0,9.38551
EVEREST BLOWER SYSTEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.0442973,442973.0,4.42973
BALAJI TELEFILMS LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1129008,1129008.0,11.29008
DHARAMPAL SATYAPAL FOODS LIMITED,FY 2024-25,Non-PSU,Rajasthan,Vocational skills,"Education, Differently Abled, Livelihood",0.6942,6942000.0,69.42
URANIUM CORPORATION OF INDIA LIMITED,FY 2024-25,PSU,Jharkhand,Vocational skills,"Education, Differently Abled, Livelihood",0.19,1900000.0,19.0
SHEETAL COOL PRODUCTS LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0515472,515472.0,5.15472
JAIRAJ ANCILLARIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Haryana,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0027983,27983.0,0.27983
ACENTRA HEALTH SOFTWARE INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Special education,"Education, Differently Abled, Livelihood",0.051227,512270.0,5.1227
360 ONE PRIME LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.04968662,496866.2,4.968662
MADRAS CHRISTIAN COLLEGE,FY 2024-25,Non-PSU,Tamil Nadu,Education,"Education, Differently Abled, Livelihood",0.6336,6336000.000000001,63.36000000000001
ENVIRO INFRASTRUCTURE COMPANY LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03,300000.0,3.0
SRI SARVARAYA SUGARS LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Education,"Education, Differently Abled, Livelihood",0.0176619,176619.0,1.7661900000000001
ENTREMONDE POLYCOATERS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02,200000.0,2.0
AMVIGOR ORGANICS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
ARLIGA INDIA OFFICE PARKS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Conservation of natural resources,"Environment, Animal Welfare, Conservation Of Resources",0.00504,50400.0,0.504
MANGALORE INSTITUTE OF ONCOLOGY PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03,300000.0,3.0
DEEPA BAGLA FINANCIAL CONSULTANTS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Setting up orphanage,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.11,1100000.0,11.0
DHOOT INDUSTRIAL FINANCE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.31,3100000.0,31.0
SUMEET INFRA SOLUTIONS LIMITED,FY 2024-25,Non-PSU,Haryana,Socio-economic equalities,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.009,90000.0,0.8999999999999999
TRIVENI POLYMERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.0801518,801518.0,8.015179999999999
MYPULSE.IO LIMITED,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0175,175000.00000000003,1.7500000000000002
SCHENKER INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Special education,"Education, Differently Abled, Livelihood",0.98,9800000.0,98.0
